id;Firstname;Lastname;Adress;RegistrationDate;Revenue;States
421;Millard;Taylor;El Camino Real;20/10/2002;10054;AR
422;Warren;Buchanan;Carpinteria South;27/04/1998;86460;CO
423;Grover;Harding;Hutchinson Rd;03/06/2005;44475;PA
424;Andrew;Harrison;Cerrillos Road;11/12/2003;38062;NY
425;Ronald;Polk;Fontaine Road;21/03/2003;36611;NE
426;Woodrow;Monroe;Fairview Avenue;15/09/1998;58439;NH
427;Jimmy;Cleveland;East Fry Blvd.;29/05/2006;48664;OR
428;Bill;Truman;Katella Avenue;24/06/2004;23062;VT
429;Martin;Carter;Lawrenceville Suwanee;13/09/2002;64435;AZ
430;Thomas;Clinton;S Rustle St;04/03/2006;73032;WI
431;Ronald;Wilson;Harbor Dr;04/01/2004;27666;MA
432;Calvin;Lincoln;East Fry Blvd.;30/03/2001;28995;MT
433;Martin;Cleveland;Castillo Drive;26/10/1999;71601;LA
434;Harry;Truman;North Broadway Street;12/11/2000;76371;IL
435;Calvin;Van Buren;Erringer Road;15/02/2006;39808;SC
436;William;Jefferson;Harbor Dr;18/09/2000;21771;MN
437;Herbert;Johnson;East 1st Street;28/01/2003;98251;CT
438;Bill;Hoover;W. Russell St.;20/05/2002;90711;CO
439;Abraham;Cleveland;N Harrison St;25/02/2004;98602;HI
440;Richard;Nixon;N Kentwood;25/05/2004;26545;MO
441;Rutherford;McKinley;Bayshore Freeway;15/01/2005;32821;KY
442;Grover;Coolidge;North Erringer Road;30/11/1998;90665;VA
443;John;Jackson;15th;06/02/2001;48971;DE
444;Andrew;Cleveland;Pacific Hwy S;14/12/2000;93950;AK
445;Calvin;Nixon;Cabrillo Highway;16/06/2001;28295;CA
446;Richard;Taylor;Lawrenceville Suwanee;11/05/2002;59455;OR
447;Woodrow;Tyler;Woodson Rd.;24/09/2003;73526;OK
448;Grover;Van Buren;Jones Road;22/04/2003;86366;MA
449;Zachary;Reagan;Greenwood Road;17/05/2001;18465;MN
450;Dwight;Garfield;Tanger Blvd;18/06/2004;45175;NH
451;Benjamin;Hayes;North Ventu Park Road;29/08/2005;28800;MT
452;Ronald;Harrison;Woodson Rd.;15/10/2004;94156;HI
453;Martin;McKinley;East Calle Primera;10/04/2001;44170;NY
454;Jimmy;Johnson;Tanger Blvd;05/12/2004;37029;CO
455;Gerald;Wilson;Lindbergh Blvd;08/07/2006;41498;MD
456;Richard;Arthur;Newbury Road;07/04/1998;41926;NE
457;Franklin;Taylor;124th;11/03/2004;39548;NC
458;Benjamin;Harding;Bayshore Freeway;21/07/2003;21579;PA
459;Martin;Taylor;120th;16/01/2004;24754;VT
460;Martin;Taft;Lindbergh Blvd;25/03/2004;14768;SD
461;Warren;Kennedy;120th;10/11/2002;68288;IN
462;Gerald;Lincoln;Woodson Rd.;30/04/2001;39009;DE
463;Lyndon;Jefferson;Carpinteria Avenue;18/03/2004;94381;IN
464;Harry;McKinley;Corona Del Mar;25/12/1999;44511;TN
465;Woodrow;Hayes;Lake Tahoe Blvd.;17/10/1998;19885;CO
466;James;Monroe;East 1st Street;09/08/2001;59362;TN
467;Ronald;Kennedy;North Atherton Street;19/05/2004;85108;IA
468;Franklin;McKinley;E Fowler Avenue;09/09/2001;75976;CA
469;Richard;Tyler;124th;16/06/2003;25878;FL
470;Ronald;Cleveland;East Calle Primera;10/03/2002;38789;WA
471;Woodrow;Fillmore;Harbor Dr;27/05/2003;56854;AK
472;Rutherford;Jackson;North Ventu Park Road;27/07/2002;23213;CT
473;Calvin;Reagan;Katella Avenue;13/05/2003;66110;OH
474;James;Washington;Jean de la Fontaine;19/06/2005;65816;WA
475;Andrew;Lincoln;East Fry Blvd.;24/09/2002;80953;ND
476;John;Quincy Adams;Fairview Avenue;23/12/2000;95776;AK
477;Richard;Coolidge;San Ysidro Blvd;19/03/2006;24977;WA
478;Millard;Madison;East Calle Primera;21/07/2001;57571;NE
479;Dwight;Roosevelt;Richmond Hill;02/08/1998;26413;HI
480;William;Hayes;N Kentwood;20/07/2001;44939;CO
481;Dwight;Harrison;Castillo Drive;04/01/2006;17674;IN
482;Dwight;Coolidge;Santa Monica Road;20/05/2005;86056;LA
483;Warren;Pierce;Jean de la Fontaine;15/01/2001;66179;PA
484;Thomas;Madison;N Harrison St;27/04/1998;29981;DE
485;William;Arthur;Bayshore Freeway;11/03/2002;86440;MS
486;Rutherford;Hayes;W. Russell St.;15/11/2003;74372;GA
487;Richard;Harrison;San Simeon;05/03/1999;13364;IL
488;Herbert;Buchanan;Greenwood Road;06/11/2002;44409;CA
489;Woodrow;Garfield;North Erringer Road;28/09/2000;76827;IA
490;Franklin;Grant;Cerrillos Road;03/01/2002;33000;WV
491;Franklin;Adams;Harry S Truman Blvd;04/03/1998;97507;HI
492;John;Coolidge;North Erringer Road;06/05/2000;62221;MD
493;Bill;Carter;Apalachee Parkway;05/05/2006;53932;SD
494;Thomas;Ford;Burnett Road;31/12/2005;26020;AR
495;Rutherford;Taylor;Via Real;23/06/2002;30822;DE
496;Herbert;Ford;Padre Boulevard;17/10/2004;94153;MA
497;Bill;Polk;Camelback Rd;21/06/2005;88646;IL
498;William;Nixon;French Camp Turnpike Road;25/05/2006;47386;WA
499;Martin;Polk;Timberlane Drive;21/11/1998;54453;RI
500;James;Johnson;N Harrison St;01/02/2006;63932;LA
501;Chester;Fillmore;Timberlane Drive;17/07/2003;43926;MD
502;Benjamin;Hayes;N Harrison St;15/03/2006;77157;NM
503;Grover;Monroe;Newbury Road;17/09/2002;94716;IL
504;Chester;Kennedy;Milpas Street;19/02/1998;44516;MA
505;Theodore;Arthur;N Kentwood;08/01/1999;81013;IN
506;Millard;Reagan;Jean de la Fontaine;06/01/2004;47760;CT
507;Warren;Carter;El Camino Real;11/11/2004;89357;WA
508;Calvin;Adams;Bowles Avenue;29/12/2006;44362;WY
509;Herbert;Hayes;Carpinteria South;22/07/2002;85713;NE
510;Lyndon;Cleveland;Santa Rosa North;23/02/2004;80236;NH
511;Dwight;Harding;Lake Tahoe Blvd.;05/01/2000;43794;MI
512;Gerald;Johnson;South Highway;03/01/2002;63657;ND
513;Millard;Monroe;South Roosevelt Drive;10/02/2002;84625;MD
514;Herbert;Ford;El Camino Real;27/09/1999;90483;TN
515;Benjamin;Hoover;Calle Real;04/09/2005;87369;AK
516;Dwight;Buchanan;Westside Freeway;27/11/2004;60578;OR
517;Andrew;Ford;Westside Freeway;27/01/2000;31396;AZ
518;Lyndon;Carter;East Fry Blvd.;26/11/2000;25521;OH
519;Chester;Wilson;Carpinteria South;25/05/2000;79604;NM
520;Harry;Arthur;Via Real;18/12/2000;97542;AL
521;Jimmy;Ford;El Camino Real;19/05/2005;42986;NC
522;Chester;Taylor;Tully Road East;03/11/1999;99726;AR
523;Richard;Buchanan;East Main Street;24/10/2005;26449;NE
524;Ulysses;Coolidge;Katella Avenue;31/01/2003;37452;KS
525;Jimmy;Johnson;Milpas Street;02/09/1998;95892;OH
526;Woodrow;Harrison;N Harrison St;16/12/1998;41091;ID
527;Rutherford;Lincoln;Grandview Drive;24/10/2006;46521;NC
528;Zachary;Roosevelt;North Atherton Street;18/12/1998;49954;AR
529;Jimmy;Johnson;South Highway;14/05/2005;82419;IL
530;Bill;Reagan;San Luis Obispo North;02/01/2003;47474;IA
531;Ronald;Hayes;North Broadway Street;29/08/2006;67371;OH
532;Andrew;Monroe;North Ventu Park Road;07/03/2006;37674;TN
533;Rutherford;Clinton;Lindbergh Blvd;04/11/2006;46922;MA
534;Jimmy;Wilson;124th;12/03/2002;32843;RI
535;Grover;Cleveland;East Main Street;08/02/2001;61721;OK
536;Grover;Harrison;Richmond Hill;13/05/2001;52487;NE
537;Martin;Johnson;Redwood Highway;08/07/2004;62059;HI
538;Woodrow;Garfield;Burnett Road;28/04/2000;43527;UT
539;Jimmy;Roosevelt;Cabrillo Highway;08/07/2006;13721;KS
540;Andrew;Carter;San Simeon;09/04/2002;81747;UT
541;Thomas;Adams;Grandview Drive;30/12/2002;15031;KS
542;Harry;Wilson;Woodson Rd.;26/11/2006;44475;WA
543;Ronald;Washington;Bowles Avenue;08/01/1998;65195;NJ
544;Martin;Carter;Milpas Street;10/12/2005;14545;IL
545;Zachary;McKinley;Jean de la Fontaine;09/03/2002;23851;MO
546;Martin;Reagan;Jones Road;16/04/2002;65492;OR
547;Warren;McKinley;Erringer Road;04/08/2000;31898;TX
548;Theodore;Madison;Padre Boulevard;28/10/1998;57977;MA
549;Andrew;Hoover;San Luis Obispo North;06/06/1998;43571;SC
550;Jimmy;Grant;East Fry Blvd.;17/10/2001;77503;DE
551;George;Harrison;Camelback Rd;19/03/2000;89753;ME
552;Dwight;Carter;Bailard Avenue;15/11/2002;73356;OH
553;Franklin;Jefferson;Newbury Road;16/08/2003;12551;NV
554;Franklin;Polk;120th;24/10/2002;48793;OK
555;Jimmy;Monroe;South Highway;26/12/1998;21115;AK
556;Andrew;Kennedy;Carpinteria Avenue;17/09/2004;82494;NC
557;Lyndon;Buchanan;South Highway;09/05/2001;88704;MD
558;Theodore;Johnson;Jones Road;17/12/2003;91258;ID
559;Lyndon;Harding;Lake Tahoe Blvd.;01/04/1998;81010;MD
560;Grover;Kennedy;Hutchinson Rd;26/09/2001;53943;MO
561;Abraham;Wilson;Steele Lane;31/12/2001;75734;AZ
562;Abraham;Hayes;Santa Monica Road;11/03/2006;66662;SD
563;George;Van Buren;Newbury Road;19/09/1999;63394;WV
564;Bill;Taft;East 1st Street;27/03/2003;49235;CA
565;John;Pierce;Santa Monica Road;20/11/1998;19404;MI
566;Richard;Fillmore;East Fry Blvd.;03/12/2004;92881;GA
567;John;Cleveland;Cleveland Ave.;05/08/2006;77396;KY
568;Calvin;Taft;Erringer Road;10/07/2004;99152;CT
569;Chester;Harding;Padre Boulevard;20/05/2005;83779;AZ
570;Woodrow;Adams;Greenwood Road;26/02/2000;60150;PA
571;Ulysses;Cleveland;Camelback Rd;16/09/2006;63572;WA
572;Zachary;Buchanan;Santa Monica Road;26/01/2006;79953;NC
573;Martin;Taft;Bailard Avenue;19/01/2002;67467;CA
574;Herbert;Ford;124th;06/08/2006;47323;CA
575;Zachary;Van Buren;Santa Monica Road;18/08/2000;30154;MD
576;Franklin;Adams;East 1st Street;16/08/2005;39641;TN
577;Gerald;Wilson;Fontaine Road;02/10/2000;89885;OR
578;Ulysses;Jackson;Steele Lane;22/10/2000;18113;NJ
579;Rutherford;Washington;Carpinteria North;16/10/2002;19300;FL
580;Theodore;Quincy Adams;S Rustle St;30/04/1999;74207;KY
581;Gerald;Taylor;Redwood Highway;12/10/2000;17492;FL
582;Jimmy;Jefferson;Santa Rosa South;22/04/2003;57351;AL
583;Warren;Quincy Adams;Moreno Drive;18/08/2006;73339;VA
584;Bill;Lincoln;Apalachee Parkway;05/11/2000;23881;CO
585;Woodrow;Quincy Adams;Newbury Road;27/12/1998;60057;NH
586;Dwight;Roosevelt;North Erringer Road;10/09/1998;67228;WI
587;Woodrow;Pierce;Santa Rosa South;12/09/2003;21035;SD
588;Abraham;Carter;East Fry Blvd.;02/07/2006;69376;ID
589;Herbert;Ford;Tully Road East;28/11/1999;16893;MA
590;Zachary;Hoover;El Camino Real;13/10/1999;93549;UT
591;Rutherford;Lincoln;Santa Ana Freeway;15/10/2002;73820;HI
592;George;Truman;Cabrillo Highway;23/05/2005;68151;MA
593;Bill;Grant;Tanger Blvd;18/11/1998;53119;UT
594;Abraham;Adams;Greenwood Road;24/09/2003;21977;NC
595;Chester;Johnson;Cerrillos Road;25/01/2004;72054;NM
596;Franklin;Tyler;North Broadway Street;06/07/1998;60647;MS
597;George;Harding;Fontaine Road;06/03/2001;35900;SD
598;Warren;Washington;Lindbergh Blvd;28/02/2002;84298;MI
599;Benjamin;Jackson;Milpas Street;13/03/2000;81274;VA
600;Abraham;Harding;Steele Lane;17/11/1999;56544;GA
601;Martin;Buchanan;Santa Rosa South;15/02/2005;40704;NH
602;Ronald;Johnson;San Simeon;09/04/2000;14658;SD
603;Gerald;Polk;Harbor Dr;13/06/2004;88443;MN
604;Calvin;Quincy Adams;Burnett Road;30/08/2001;91019;MT
605;Chester;Jefferson;French Camp Turnpike Road;28/03/2003;47548;AR
606;John;Reagan;Padre Boulevard;27/12/1999;95812;CO
607;Theodore;Roosevelt;Lindbergh Blvd;08/11/2006;58197;CT
608;Gerald;Clinton;E Fowler Avenue;27/04/2002;10972;KY
609;Grover;Adams;Milpas Street;29/04/2001;87256;NM
610;Warren;Harrison;Padre Boulevard;21/01/2001;45379;KS
611;Theodore;Coolidge;East 1st Street;19/04/2002;79102;RI
612;Andrew;Cleveland;North Atherton Street;09/09/1998;71304;CA
613;Warren;Roosevelt;N Kentwood;22/08/2001;27693;IN
614;Benjamin;Taft;Hutchinson Rd;17/03/2002;62100;OK
615;George;Cleveland;Tanger Blvd;01/09/2000;59894;WA
616;Richard;Nixon;S Rustle St;22/02/2005;91151;MT
617;William;Roosevelt;Steele Lane;27/12/2003;80035;ME
618;Herbert;Harrison;Moreno Drive;29/03/2002;72067;GA
619;Ronald;Kennedy;Milpas Street;20/12/2000;55742;HI
620;George;Johnson;15th;18/09/2000;50130;ND
621;Ronald;Harding;Camelback Rd;07/11/2006;45000;IA
622;Martin;Van Buren;Camelback Rd;07/03/2001;54992;IN
623;Dwight;Polk;Hutchinson Rd;15/06/2001;54481;AK
624;Benjamin;Ford;Bowles Avenue;11/03/2002;54610;PA
625;Richard;Taylor;Calle Real;12/07/1999;89110;NJ
626;Benjamin;Pierce;Santa Ana Freeway;20/05/2001;10450;FL
627;Rutherford;Reagan;East Main Street;25/09/2000;32882;RI
628;Lyndon;Truman;Lindbergh Blvd;10/04/2002;33936;WI
629;Dwight;Truman;Camelback Rd;28/03/1999;80942;RI
630;Thomas;Buchanan;Greenwood Road;02/09/1999;14130;MN
631;Millard;Tyler;Steele Lane;05/12/1998;12889;IL
632;Theodore;Roosevelt;Lindbergh Blvd;08/09/2006;66698;MN
633;Gerald;Coolidge;Apalachee Parkway;07/04/1998;97366;MT
634;Theodore;Ford;East Calle Primera;11/06/2006;94084;VA
635;Woodrow;Roosevelt;Greenwood Road;05/10/1998;27866;MS
636;Franklin;Taft;W. Russell St.;24/04/1999;76970;OR
637;Herbert;Reagan;Via Real;25/01/2001;29808;NC
638;Bill;Arthur;El Camino Real;02/11/2001;16970;OK
639;Gerald;Harrison;Jean de la Fontaine;16/09/2006;88860;ME
640;George;Tyler;Carpinteria South;15/04/2006;70568;ID
641;Franklin;Roosevelt;Jones Road;04/06/1998;90497;ME
642;Ulysses;Garfield;Jean de la Fontaine;21/10/1999;64322;IN
643;John;Harding;Redwood Highway;16/02/1998;60839;MS
644;Abraham;Quincy Adams;Erringer Road;05/03/1998;11296;MT
645;Calvin;Tyler;North Preisker Lane;11/07/2004;58708;UT
646;Chester;Roosevelt;Tanger Blvd;06/04/2004;98776;NH
647;Herbert;Johnson;Bowles Avenue;06/05/1999;78950;WV
648;Abraham;Eisenhower;Hutchinson Rd;15/01/1999;57192;WA
649;William;Lincoln;Moreno Drive;21/02/2004;57013;OR
650;Martin;McKinley;Westside Freeway;25/03/2001;70337;NM
651;Abraham;Harding;Newbury Road;27/10/1998;64764;WI
652;Thomas;Lincoln;Woodson Rd.;12/08/2006;76789;KY
653;James;Grant;Grandview Drive;14/09/1998;67547;CT
654;Gerald;Harrison;Lawrenceville Suwanee;03/12/2004;72625;MO
655;Lyndon;Tyler;South Roosevelt Drive;04/04/2002;52525;NJ
656;Jimmy;Clinton;East Fry Blvd.;25/05/2002;65352;WY
657;Benjamin;Eisenhower;E Fowler Avenue;16/06/1998;78236;RI
658;Millard;Tyler;Via Real;29/11/2004;39116;FL
659;Rutherford;Carter;East 1st Street;22/09/2006;65412;MS
660;Martin;Cleveland;Castillo Drive;16/10/2006;21137;NM
661;Benjamin;Madison;Pacific Hwy S;30/07/2005;49059;WY
662;Rutherford;Madison;Bowles Avenue;19/03/2003;69409;OR
663;Franklin;Van Buren;Lake Tahoe Blvd.;18/10/2001;81768;HI
664;William;Jefferson;San Luis Obispo North;25/03/1999;91640;AR
665;Herbert;McKinley;N Kentwood;23/04/2006;58296;UT
666;Chester;Johnson;El Camino Real;09/06/2006;35458;CO
667;Bill;Jackson;Cabrillo Highway;25/08/2006;91371;VA
668;John;Roosevelt;Erringer Road;12/04/2000;89844;MT
669;Millard;Quincy Adams;Tully Road East;24/01/1999;88778;MO
670;Zachary;Lincoln;North Ventu Park Road;02/12/1999;87833;WV
671;Herbert;Van Buren;Hutchinson Rd;21/03/1999;61672;MS
672;Dwight;Jackson;East 1st Street;19/10/2000;90464;HI
673;Ronald;Taylor;Burnett Road;23/07/2004;84139;NY
674;James;Harrison;East Fry Blvd.;23/10/2002;81969;ME
675;Benjamin;Roosevelt;Camelback Rd;17/04/1998;84043;WY
676;Harry;Wilson;Greenwood Road;17/01/1999;36216;ME
677;Calvin;Ford;Padre Boulevard;15/12/2003;95062;OK
678;Grover;Roosevelt;Redwood Highway;28/03/2006;84411;ME
679;Ronald;Polk;Milpas Street;01/09/2001;70038;NJ
680;Ulysses;Carter;W. Russell St.;16/10/2001;64042;MO
681;Franklin;Polk;Carpinteria South;17/12/2002;65528;VT
682;Bill;Madison;North Erringer Road;03/06/2001;69071;NY
683;John;Harrison;Erringer Road;03/04/2005;77632;KS
684;Zachary;Cleveland;Erringer Road;20/06/1998;21381;CT
685;Grover;Polk;Apalachee Parkway;19/12/2005;69071;MD
686;Dwight;Cleveland;Harry S Truman Blvd;14/10/1998;63473;UT
687;Rutherford;Kennedy;Cleveland Ave.;19/03/2004;97485;NJ
688;Thomas;Wilson;Carpinteria North;13/04/1998;62408;AR
689;George;Van Buren;Lawrenceville Suwanee;07/03/1999;95026;SD
690;Martin;Harrison;Calle Real;01/02/2002;25004;GA
691;Jimmy;Taylor;Via Real;24/01/2003;19170;NY
692;Herbert;Ford;Greenwood Road;01/05/2004;74281;MD
693;Benjamin;Kennedy;15th;19/09/2005;14781;WA
694;Harry;Eisenhower;Cleveland Ave.;24/07/2000;77162;ND
695;Millard;Ford;120th;30/10/1998;47444;VT
696;Dwight;Wilson;North Ventu Park Road;03/10/2005;93406;MI
697;Herbert;Coolidge;El Camino Real;12/10/2005;88025;AL
698;Jimmy;Reagan;Steele Lane;07/01/2006;25809;NM
699;Rutherford;Truman;15th;21/02/2000;38490;AK
700;Millard;Jackson;Monroe Street;01/11/2005;91665;ME
701;Ronald;Grant;Woodson Rd.;25/09/2000;28987;SD
702;Lyndon;Arthur;Apalachee Parkway;29/12/1999;45428;ID
703;Gerald;Garfield;San Luis Obispo North;20/05/2001;96161;SD
704;Martin;Hayes;Carpinteria South;12/02/2005;32689;MT
705;Thomas;Hoover;Steele Lane;01/04/2005;52715;MO
706;Warren;Johnson;San Simeon;03/11/2006;15353;AZ
707;Abraham;Monroe;Pacific Hwy S;22/10/2001;88240;ND
708;Martin;Garfield;San Ysidro Blvd;27/07/2002;18091;OK
709;Grover;Roosevelt;W. Russell St.;09/06/2003;31288;ME
710;Lyndon;McKinley;S Rustle St;24/11/2004;26040;IN
711;Zachary;Jackson;Carpinteria North;28/08/2006;62685;MN
712;George;Eisenhower;North Preisker Lane;31/08/2005;73729;IL
713;Richard;Fillmore;Santa Rosa South;18/12/2003;90104;MN
714;Rutherford;Pierce;San Diego Freeway;02/08/1999;75303;IA
715;Herbert;Johnson;Hutchinson Rd;20/04/2001;33881;ND
716;Ulysses;Johnson;North Preisker Lane;16/07/2004;25941;NC
717;Herbert;Truman;15th;03/03/2005;34098;ID
718;William;Monroe;Jean de la Fontaine;07/07/2006;34573;CA
719;Franklin;Reagan;120th;05/05/2006;38888;AK
720;Thomas;Kennedy;North Ventu Park Road;08/02/2000;97809;MI
721;Rutherford;Roosevelt;N Kentwood;18/03/2005;34016;SD
722;Harry;Reagan;Cleveland Ave.;03/09/1998;65143;WA
723;Warren;Hayes;Richmond Hill;06/10/2006;13691;MT
724;Ronald;Adams;Greenwood Road;27/02/2005;65401;NH
725;Zachary;Monroe;Pacific Hwy S;05/03/2003;52646;IA
726;Abraham;Grant;Woodson Rd.;23/06/2006;44423;DE
727;Warren;Harrison;North Atherton Street;13/01/1998;29451;OH
728;Chester;Madison;Santa Rosa North;18/07/2000;34021;WA
729;Grover;Fillmore;N Harrison St;12/03/2000;81085;WY
730;Rutherford;Clinton;Katella Avenue;14/12/2001;72175;TX
731;Grover;Hoover;Carpinteria Avenue;29/03/2005;78753;TN
732;Ulysses;Harrison;Lawrenceville Suwanee;31/03/1999;44469;GA
733;Woodrow;Polk;East 1st Street;06/08/2000;14968;KY
734;Richard;Lincoln;Cleveland Ave.;30/10/1998;76789;WA
735;Rutherford;Hayes;E Fowler Avenue;24/03/2003;41863;NH
736;Jimmy;Hayes;Camelback Rd;07/07/2002;39273;WV
737;Franklin;Garfield;Santa Ana Freeway;04/01/2004;70752;NM
738;Theodore;Harrison;Bailard Avenue;03/09/1999;51506;CA
739;Harry;Monroe;Tanger Blvd;10/09/1998;12966;NM
740;James;Garfield;Bayshore Freeway;05/01/2001;98960;AL
741;Ronald;Roosevelt;East 1st Street;29/06/2006;31920;VT
742;Gerald;Wilson;Greenwood Road;05/01/2006;20689;AZ
743;Martin;Cleveland;Harbor Dr;01/05/2004;86429;IN
744;Abraham;Truman;El Camino Real;06/12/2002;48285;MT
745;John;Harrison;Carpinteria Avenue;31/08/2001;25276;WY
746;Thomas;Truman;Apalachee Parkway;23/06/2001;96059;ND
747;Herbert;Polk;Carpinteria South;20/12/2003;53042;MT
748;Theodore;Tyler;Burnett Road;07/02/1999;52498;LA
749;Gerald;Reagan;S Rustle St;29/10/1999;37166;HI
750;John;Washington;Newbury Road;22/11/2006;82952;MN
751;Calvin;Coolidge;East Calle Primera;30/08/1998;86270;DE
752;Ronald;Johnson;E Fowler Avenue;18/02/2000;43585;ID
753;Franklin;Johnson;Redwood Highway;28/01/2002;59735;NY
754;Woodrow;Garfield;N Harrison St;07/06/2000;76569;ME
755;Calvin;Jefferson;Jones Road;03/11/1998;78506;WI
756;James;Jefferson;Tully Road East;16/07/2001;46524;AK
757;Woodrow;Kennedy;Pacific Hwy S;17/06/2001;57181;ME
758;Grover;Roosevelt;Apalachee Parkway;24/09/1999;68219;VT
759;Martin;Eisenhower;120th;07/06/1998;57315;VT
760;Richard;Johnson;El Camino Real;09/11/2002;55522;WY
761;Thomas;Wilson;Castillo Drive;24/01/2002;22005;IL
762;John;Quincy Adams;Bailard Avenue;02/01/2000;91582;IN
763;Thomas;Ford;Via Real;23/12/2002;61693;OH
764;Theodore;Hayes;Newbury Road;09/10/1999;90286;MI
765;Dwight;Grant;Grandview Drive;03/03/2002;31256;WA
766;Ronald;Carter;Lake Tahoe Blvd.;10/03/2002;98946;LA
767;Zachary;Jackson;Castillo Drive;07/10/2003;18305;MT
768;Harry;Madison;Santa Ana Freeway;31/03/2003;72251;MS
769;Dwight;Adams;El Camino Real;09/05/2004;32783;ND
770;Gerald;Grant;Padre Boulevard;20/01/2005;17459;WA
771;Theodore;Monroe;Westside Freeway;16/12/2005;67753;MI
772;Franklin;Wilson;Cerrillos Road;22/08/2004;60848;ID
773;Ronald;Coolidge;Santa Rosa North;21/08/1998;81491;MN
774;Lyndon;Washington;North Broadway Street;05/05/2006;75394;OK
775;Jimmy;Johnson;Cleveland Ave.;14/09/2002;80799;MI
776;Bill;Monroe;East 1st Street;07/11/2003;39740;DE
777;Lyndon;Fillmore;Carpinteria North;01/08/1999;35579;WI
778;Andrew;Hoover;San Luis Obispo North;15/11/2003;48375;ND
779;Rutherford;Taft;East Main Street;09/04/2003;74644;ND
780;Thomas;Hoover;East Main Street;30/05/2001;63083;TN
781;Benjamin;Hoover;Bailard Avenue;12/06/2002;62800;MD
782;Richard;Roosevelt;Hutchinson Rd;04/09/2005;35645;AR
783;William;Roosevelt;N Kentwood;06/03/1998;89162;SD
784;Gerald;Eisenhower;Santa Ana Freeway;20/08/1999;41772;WI
785;Gerald;Lincoln;N Kentwood;14/04/2002;66712;NC
786;Ronald;Quincy Adams;124th;19/02/2004;66311;KS
787;Calvin;Reagan;Lindbergh Blvd;21/04/2005;63146;SC
788;George;Cleveland;East Calle Primera;26/09/2003;69683;VT
789;Ronald;Tyler;Milpas Street;02/02/2004;12916;UT
790;Richard;Kennedy;Monroe Street;29/01/2004;65588;MT
791;Zachary;Arthur;Erringer Road;12/01/1999;70571;WY
792;Benjamin;Ford;Pacific Hwy S;14/12/2004;29940;PA
793;Theodore;Grant;Lake Tahoe Blvd.;27/11/2005;75317;AK
794;Warren;Wilson;Bayshore Freeway;07/12/2005;91063;MA
795;Martin;Roosevelt;Hutchinson Rd;10/05/2001;16839;NE
796;Rutherford;Madison;Padre Boulevard;06/09/1999;11148;CA
797;William;Taylor;Lindbergh Blvd;20/12/1999;62375;CO
798;Jimmy;Lincoln;North Erringer Road;02/11/2006;28929;TX
799;Theodore;Taft;Greenwood Road;06/01/2002;55025;FL
800;George;Roosevelt;Harbor Dr;01/08/1999;93650;DE
801;Grover;Grant;Fontaine Road;20/10/2000;13339;NM
802;Franklin;Grant;San Simeon;07/10/2001;10244;MI
803;Dwight;Truman;Lake Tahoe Blvd.;16/08/2004;12128;SD
804;Warren;Tyler;Redwood Highway;20/09/2005;45788;ND
805;Gerald;Johnson;Jones Road;20/05/2001;74526;ID
806;Ulysses;Garfield;Santa Ana Freeway;28/08/2002;17182;ND
807;Abraham;Jefferson;Woodson Rd.;15/10/2000;75325;TN
808;Franklin;Nixon;El Camino Real;10/09/2000;10126;MT
